0,03382013
0,4497383
0,3546289
0,08471872
0,1315979
-0,4166894
-0,4909693
0,2065531
0,1674705
0,3170364
0,4195653
-0,07680171
0,1807305
-0,1900693
-0,03506007
-0,4143883
0,1825775
-0,3398766
0,1080794
0,09148572
-0,002087313
-0,194793
-0,3431676
0,4062378
-0,3146522
0,3499089
-0,05901435
0,4096769
-0,1662936
0,430397
0,154183
-0,05494158
0,31839
-0,2527711
0,211517
-0,2436806
0,2426282
0,4449954
-0,3472681
0,3800665
-0,2891969
0,1975178
-0,4464007
-0,4400256
-0,2624566
0,1738087
-0,09557849
0,258558
-0,01862985
-0,3786128
-0,1722709
0,1545038
-0,0750718
0,409882
-0,2195822
0,2827443
0,3665887
-0,1380946
-0,424484
-0,4750369
-0,163445
-0,04738359
-0,4844947
-0,02794455
0,2633633
-0,4195914
-0,02355788
0,293083
0,3931043
-0,2162202
0,02476528
0,05818614
-0,4575274
0,2749524
-0,2677503
-0,0107078
-0,2926578
0,4480189
0,3062345
-0,1004914
0,4286313
0,3131488
0,1655282
-0,1676871
0,2896088
0,417078
-0,102715
0,02837941
0,08851854
0,4406285
0,2781481
0,4029554
0,2536669
-0,09148979
0,4258055
-0,2875983
0,4911219
-0,3408247
0,3421802
-0,04275903
-0,0375165
0,05679852
-0,02309107
0,4536543
0,3616531
-0,2628486
-0,3301378
0,2809761
-0,04106352
-0,1998313
-0,489545
0,3041804
-0,2667027
0,4554787
-0,1292513
0,4891636
-0,176846
-0,2114518
-0,3759643
-0,08480169
0,04679995
0,05554493
-0,2878039
-0,1249
-0,403882
0,1405872
-0,08010832
-0,2975633
0,18161
0,4148427
0,1846667
0,3757729
0,1492359
0,03369792
0,1093428
0,3530763
-0,03331734
0,3224505
-0,4990561
-0,3495829
0,3082343
-0,3525632
-0,1166939
0,1183349
0,03313101
0,1344958
0,4877878
0,1550632
0,1700336
0,2761528
0,1542071
0,11288
0,2126951
-0,346969
-0,2617277
0,1043265
-0,2808719
-0,05057768
-0,2581189
0,1943957
-0,251573
0,4093646
0,3781579
0,3349307
0,1624703
-0,3311732
-0,1394167
-0,3870007
-0,4424971
0,2093475
0,1444133
0,3989787
0,3374317
-0,2733045
0,2066687
0,3280647
-0,08012062
0,405902
0,08886734
0,2243487
0,04124375
-0,1199582
0,1156721
0,3095697
0,1438414
-0,06043513
0,1637836
-0,1146524
-0,1703742
-0,2875121
0,3615936
0,05180601
0,454507
0,4836614
0,1239763
0,194682
0,3061675
-0,2565573
0,4953034
-0,09622476
-0,03157772
0,1150433
0,286031
0,2058399
-0,448145
0,4322607
-0,109228
0,06403662
-0,4861122
0,3785771
-0,1890597
0,4038531
0,02361353
-0,2639719
-0,4035951
0,4948352
0,3052045
0,4465448
0,1829513
-0,302521
-0,2317083
0,1502313
-0,08739315
-0,465401
0,1080041
0,117453
0,1248443
0,3161902
0,3406104
-0,4762701
-0,3805503
-0,2251318
-0,2007858
0,315481
0,4735242
0,10808
-0,4051584
-0,0757061
-0,193116
-0,5004004
0,4462092
-0,2978065
-0,1903947
0,07081625
-0,2522933
-0,479286
-0,337972
-0,2895709
-0,4792938
0,2539116
0,4647638
0,4378712
-0,3684263
-0,1512952
-0,3714263
0,4614766
0,1246068
-0,4188917
0,2254546
0,1269438
0,3833153
-0,4654243
-0,4851733
0,2834803
0,2841777
-0,0222946
-0,2672166
-0,4514566
-0,4709968
0,4946908
-0,3028205
-0,03112363
-0,1441045
-0,4444917
-0,481614
-0,3634181
-0,05348854
0,03506286
0,3674741
-0,2074818
0,2673979
-0,1724518
-0,4522177
-0,2005633
0,2706236
0,170045
0,2240626
-0,1894153
-0,1857771
-0,3239985
0,1553292
-0,03069517
0,2591641
-0,1730669
-0,09655717
-0,04859663
-0,1754314
-0,140406
-0,2841899
0,2828891
0,1613525
-0,3063109
-0,4067228
0,3863248
0,1059982
-0,09004869
0,276336
-0,4525885
-0,4370132
-0,06274346
0,1259479
0,3153203
0,1584197
-0,1323878
0,04861013
-0,05816864
-0,2086978
-0,1587914
0,2625208
0,1400965
-0,3449861
0,1315622
-0,2757677
-0,1759896
-0,1052938
-0,30338
0,2726165
0,3649199
0,1918359
-0,3288008
-0,4735271
-0,4080699
-0,251223
0,3137511
0,4105954
-0,1025162
0,07263753
-0,1478477
-0,4308061
-0,01616357
-0,1811646
-0,3334584
0,06412988
0,3162271
-0,4450044
-0,3261333
-0,3957588
-0,06074442
0,01720031
0,3744897
0,3837893
0,259699
-0,3510469
-0,1535691
0,003880051
-0,3653934
-0,1677437
0,3611863
-0,2426636
-0,4020255
0,1364528
-0,372013
0,2085499
0,2531037
0,3144448
-0,3878592
0,3114128
-0,2058972
-0,2165049
0,2498427
0,07184026
0,02243901
0,2886638
-0,3426227
-0,3868365
0,146396
0,1772056
0,4260885
-0,4686201
-0,2187317
-0,03153289
-0,3066625
-0,4630083
-0,4404686
0,1842492
-0,2747715
-0,09244641
0,07380675
-0,1945749
-0,4418959
0,005224128
-0,03525197
-0,03351709
0,143171
-0,1974742
0,4727996
-0,3498898
0,4844761
0,4306118
-0,4749567
0,002376438
-0,3695517
0,2922025
0,2770602
-0,1383539
-0,2985707
-0,1865986
-0,2779819
-0,1012776
-0,1860992
0,3772148
0,04170686
-0,3025145
0,3198513
-0,3558741
-0,3807801
0,3061431
0,05094013
-0,431509
0,2988314
-0,2619783
-0,4711412
0,4616387
0,2137883
0,4719238
0,3055786
-0,2825869
-0,3017956
-0,4451087
-0,1970705
0,197595
-0,4734307
-0,4736195
-0,3806292
0,1711965
-0,284851
0,2049045
-0,2111972
0,02617799
0,3238745
-0,2748944
0,2153574
-0,4839143
0,07798436
-0,296116
0,3185877
-0,4518639
0,2341505
-0,02283273
-0,3783779
-0,3597612
-0,2985483
0,05604953
0,2301184
-0,08452291
