0,08068177
0,008803227
0,3228965
-0,04420387
0,4314786
0,2674074
0,4880795
0,0625824
0,3048995
-0,2207914
0,1592288
-0,07420949
0,4717059
-0,4644937
-0,1326186
-0,00130993
-0,4611024
-0,0499978
-0,1796522
-0,1194761
0,3448099
0,2639107
-0,2477901
0,4976828
-0,1737211
-0,3008184
0,3272591
-0,495492
-0,3817582
-0,3479371
0,3834112
0,4898819
-0,4293854
-0,1783187
0,04434143
-0,0883042
0,1074664
-0,0509841
0,3687832
0,4573059
0,1282177
-0,2122279
0,2465583
0,2346616
0,1099798
0,2509789
-0,4198121
-0,08483519
0,2214089
0,3275549
0,4806125
0,07285136
-0,4850264
-0,405438
-0,3509519
-0,1281722
-0,3951286
0,3240025
0,2696512
0,0008705789
-0,4771851
0,2665654
-0,1560615
0,06911086
0,4892711
-0,2058756
0,130395
-0,1485812
-0,4651057
-0,003595227
0,1807808
-0,4342885
0,4709386
0,2777448
-0,1925155
-0,06112234
0,2587833
0,08346622
0,0791013
0,4026643
-0,310101
-0,4036001
0,4277071
-0,426766
0,1798651
-0,3536298
0,4075019
0,1795406
-0,02027608
0,4448107
0,4450114
-0,1445573
0,4496966
0,3163127
-0,246695
-0,2663524
-0,3345826
-0,09119279
0,04568453
0,306269
-0,1180614
0,3453117
0,320838
-0,1130374
-0,1877254
-0,002888068
0,2456344
-0,0318971
0,4878021
0,003214846
-0,3348453
-0,4947716
-0,2942781
-0,3765446
-0,0765271
-0,1547063
0,3082849
-0,2592376
-0,4553981
0,3233629
0,3934798
0,2927846
-0,02892727
0,2421508
0,2377999
0,1290792
-0,3635513
-0,2033425
0,4730642
-0,1516742
0,02395374
-0,2593469
-0,4738795
0,1114141
-0,1834754
-0,2343867
0,49955
0,4604421
-0,02890844
-0,03212557
-0,3399936
-0,006848693
-0,2968446
0,1107475
0,1617255
-0,2006907
-0,1027045
-0,167918
-0,1514631
-0,2136262
-0,2885889
-0,1840223
0,07750371
0,2244238
0,01121328
-0,3480216
0,1651389
-0,4856203
-0,2572109
-0,1390829
-0,03165165
-0,05458919
0,2733564
-0,007593478
-0,4815943
0,3093299
0,207694
-0,3718672
-0,2186403
-0,4353737
-0,3979017
-0,3153186
-0,00853092
0,1288933
0,459509
0,4454273
-0,4991094
0,06294516
-0,4591024
0,4195244
0,1210056
0,1374058
0,4715606
-0,0777337
-0,3119679
0,2708229
-0,3891777
0,2028968
-0,4494992
0,08424614
0,08827284
-0,3786443
-0,1146699
0,2623968
-0,4872334
-0,1878995
-0,4695493
0,08549108
0,1652889
-0,2414198
-0,3361206
0,4679635
-0,1681961
-0,3793128
0,3176066
-0,2503072
-0,303607
-0,2229804
0,4169142
-0,3922382
0,3228965
0,3148804
-0,124645
0,2847184
-0,04440377
0,2499075
-0,1656931
0,3082166
0,08954052
-0,3850753
0,08506521
0,2435631
0,08315275
0,4316344
0,4467801
0,4904243
0,1070688
0,274865
0,4647842
0,1102491
0,3359869
0,2018881
-0,3542395
-0,1742446
0,4432691
0,2752367
-0,4371701
-0,2606001
0,2606209
0,2606122
-0,4094589
-0,00271162
-0,3484646
-0,0004452453
0,4687014
0,1780053
0,4733485
-0,06206
-0,337485
0,05587344
-0,4233636
0,3470506
-0,2596637
0,278851
-0,3532374
0,3566576
0,3968529
-0,1587099
-0,1299936
-0,2223196
-0,4390095
-0,3459039
0,1903834
-0,431272
0,05398975
-0,03466907
-0,224752
-0,476824
0,1689464
-0,2881987
-0,206451
-0,1839657
0,412585
0,4812222
-0,04447379
-0,03516883
0,2748196
-0,3896401
0,1628132
-0,4041668
0,3767178
-0,2761438
-0,3852665
0,1022023
0,3466018
0,4473544
0,1746924
0,2529247
-0,2531813
-0,1956006
-0,07649813
0,131408
-0,2426936
-0,1293025
0,07638431
0,358001
0,445931
0,3675607
0,2051587
0,4276781
-0,1555987
0,4977973
0,4194576
-0,03062281
-0,02797299
-0,2888983
-0,1746566
-0,3429965
-0,07408637
-0,08022418
-0,09137303
0,01613487
-0,2482817
-0,2935782
-0,009257273
0,3523614
0,1741839
0,09539912
-0,3132772
-0,4513507
0,1357373
-0,1912456
-0,3579864
-0,2253235
-0,1910765
-0,1068631
-0,3928442
0,4522953
-0,4698189
-0,3760149
0,2705346
0,3437572
0,1825717
0,2276535
0,1006436
-0,3359182
0,4210002
-0,2110204
0,4314786
-0,1569971
-0,4975805
0,3236294
-0,08771871
-0,4520856
-0,2785207
0,3630154
-0,3178513
0,03876784
0,2928066
-0,08544511
0,261338
0,1219296
-0,03215157
0,09379464
-0,06492919
0,4409106
0,3710366
-0,0758939
-0,3300482
0,09456784
-0,4758343
-0,375852
0,3178706
-0,182812
-0,1568395
0,2506751
0,08350939
-0,3015087
0,1099303
-0,4981055
0,317291
0,1293657
0,3223859
-0,3696003
-0,2351237
-0,4143926
0,1837295
-0,1224056
-0,1532406
0,4568194
-0,2361191
-0,4422474
0,3252794
0,1035907
-0,1185078
0,3393849
0,4220358
0,3895247
0,02023507
-0,2552822
0,3012935
0,08194189
0,0931178
-0,2948827
-0,04712442
0,02308558
-0,1766232
0,4642407
-0,1014404
0,284384
0,3528364
0,402744
0,2674074
-0,06915036
0,2852266
-0,3612392
-0,05379306
-0,3445607
0,01871751
-0,4206826
0,1257326
0,1541767
0,4314849
0,1377441
-0,06892014
-0,3001711
-0,1969307
-0,3107304
0,3194585
0,1376434
0,4783111
0,01334692
0,1841652
-0,3753465
-0,3736917
0,4733206
-0,2109984
0,4000261
-0,2601327
-0,3573573
0,02725265
0,1757527
0,1723865
0,3453709
0,4259098
-0,4779869
-0,4260937
0,05156415
0,4656141
-0,3234605
0,1374395
-0,2820573
0,3918616
0,2097247
-0,05277619
0,2805631
-0,1425784
-0,2440448
-0,3161384
0,2478961
-0,2885523
-0,3268702
-0,448469
0,3706548
-0,4564842
0,4985552
0,07561019
0,3349043
-0,05783839
0,3130237
0,002530795
0,26612
-0,2073626
-0,1020305
0,2995566
0,08354929
-0,3929608
0,3461909
-0,2916422
-0,05357485
0,1413424
-0,03039926
-0,1881835
0,1465882
-0,1547006
-0,4887601
-0,1773381
-0,3565207
-0,219352
0,1326797
0,324689
0,01528222
-0,1782998
0,189735
0,1315532
-0,2582943
0,2582273
0,04396392
0,05348812
-0,2013274
0,1514833
0,4772034
-0,05877143
0,0941481
0,092885
0,02975144
-0,3208555
0,136537
-0,4765905
-0,3657609
-0,08544427
0,4128475
0,109117
-0,2556195
0,09741608
-0,4132105
-0,1910625
-0,3360853
0,2111401
-0,04229099
0,4638383
-0,1511394
0,3543217
-0,2556933
-0,4347142
0,1820925
-0,139248
0,4268756
-0,09460936
-0,08327688
0,3560877
0,3382686
-0,4444112
0,0518779
0,4289198
0,421694
0,4986082
0,0223049
-0,03037127
0,2057625
0,0625824
0,2887721
0,1453454
-0,2443751
0,3598807
-0,1553798
-0,2157624
-0,418853
-0,4629126
0,02020336
0,3515331
0,07037213
-0,05906335
0,3672064
0,01385395
-0,02242863
0,2002727
0,4380128
-0,1387921
0,2821493
-0,007920031
0,4887671
0,1355343
-0,4295139
0,1634226
0,3419898
0,2725362
0,09110001
-0,2461727
-0,4535517
-0,2373708
-0,003337492
0,4138525
-0,06414562
-0,4153373
-0,09420672
0,006802701
0,2348678
0,4976146
-0,3998125
-0,1641578
-0,2261124
-0,3483295
-0,3347181
0,2891537
0,4393753
-0,1444337
0,03869281
0,07176143
-0,2025941
0,3005636
0,1992381
-0,3922828
-0,4914583
-0,3279815
-0,03832938
0,06668141
0,2615736
0,1912752
0,3769253
0,02665551
0,02930118
-0,06092704
-0,3354759
0,2948881
-0,3935081
-0,09136814
-0,2199192
-0,08873698
0,2981077
-0,3720017
-0,1512263
0,1048534
-0,3229421
-0,4966961
-0,03533457
-0,2238121
-0,1709144
-0,16526
-0,305385
0,3428015
0,2371639
0,1464708
0,4344672
-0,1177196
0,4167544
-0,2426326
0,4320817
-0,2937087
0,3422663
0,424698
-0,1756122
0,4199908
0,4227389
-0,208923
0,02614672
0,2008754
-0,3651776
-0,3118917
0,422483
0,02000386
-0,4517863
0,4054924
0,3130242
-0,261524
0,4734465
-0,2471438
0,09925145
-0,1256171
-0,2621593
0,2756531
-0,1154364
0,186147
-0,2961528
-0,4082124
0,1887644
0,01335224
-0,1156562
0,3553717
0,05465326
-0,3766367
-0,4404624
-0,07428974
0,2490311
-0,08551262
-0,1692182
0,211189
-0,3451283
-0,2207914
-0,03680364
0,2196451
0,4367615
0,2798421
0,3322937
0,01227474
0,360796
-0,1099909
0,4916478
-0,2750472
-0,08804189
-0,4869683
0,2351481
-0,3771379
-0,2912638
0,1186505
-0,2653576
-0,2600678
-0,09430478
-0,4975855
0,1822685
-0,1642112
-0,4764271
-0,4814374
0,2286458
-0,08757728
0,181315
0,3754465
-0,2133393
0,1364106
-0,4092263
0,4599574
0,3020104
-0,1748316
-0,1487898
0,2196097
-0,1825592
0,4856179
-0,1998957
0,2519563
-0,3565338
0,111739
-0,4237503
0,04389152
0,1913415
0,4298336
0,1788519
0,1298018
0,1727786
0,4568897
-0,3224279
-0,3834161
0,4826186
0,103129
-0,3300181
0,1071537
-0,2135613
-0,3002139
0,2691926
-0,4114785
0,03030455
0,1488738
0,05710201
0,1592288
-0,4759644
-0,4895285
0,1522315
0,1474789
-0,3304356
-0,3571644
0,1956966
-0,2436313
-0,1983203
-0,02005006
-0,06343549
-0,4877251
-0,04649812
-0,3669024
0,3050314
-0,2594942
-0,4976659
-0,4703103
-0,1234341
